domain,NS,IP
DE,z.nic.DE.,2a02:568:fe02::de
DE,a.nic.DE.,2001:678:2::53
DE,f.nic.DE.,2a02:568:0:2::53
DELOITTE,b.nic.DELOITTE.,2a04:2b00:13cc::1:80
DELOITTE,a.nic.DELOITTE.,2001:67c:13cc::1:80
DELOITTE,c.nic.DELOITTE.,2a04:2b00:13ee::80
DELOITTE,d.nic.DELOITTE.,2a04:2b00:13ff::80
DELL,c.nic.DELL.,2001:dcd:3::9
DELL,b.nic.DELL.,2001:dcd:2::9
DELL,a.nic.DELL.,2001:dcd:1::9
DELL,ns3.dns.nic.DELL.,2610:a1:1073::2f
DELL,ns2.dns.nic.DELL.,2610:a1:1072::2f
DELL,ns1.dns.nic.DELL.,2610:a1:1071::2f
CW,ns0.ja.net.,193.63.94.20
CW,ns0.ja.net.,128.86.1.20
CW,ns01-server.curinfo.CW.,65.208.122.36
CW,kadushi.curinfo.CW.,65.208.122.63
CW,cw.cctld.authdns.ripe.net.,193.0.9.86
CW,ns2.bna.CW.,216.122.189.86
CW,ns1.dns.CW.,194.0.28.6
CW,ns1.bna.CW.,216.122.189.85
CW,ns1.bna.CW.,
DEALS,v0n3.nic.DEALS.,2a01:8840:f4::15
DEALS,v0n2.nic.DEALS.,2a01:8840:18::15
DEALS,v2n0.nic.DEALS.,2a01:8840:19::15
DEALS,v0n0.nic.DEALS.,2a01:8840:16::15
DEALS,v2n1.nic.DEALS.,2a01:8840:f5::15
DEALS,v0n1.nic.DEALS.,2a01:8840:17::15
DEAL,dns2.nic.DEAL.,2401:fd80:402::65
DEAL,dns1.nic.DEAL.,2a01:618:402::65
DEAL,dnsb.nic.DEAL.,2001:502:2eda::3
DEAL,dns4.nic.DEAL.,2401:fd80:406::65
DEAL,dnsd.nic.DEAL.,2610:a1:1010::3
DEAL,dnsc.nic.DEAL.,2610:a1:1009::3
DEAL,dnsa.nic.DEAL.,2001:502:ad09::3
DEAL,dns3.nic.DEAL.,2a01:618:406::65
DEGREE,v0n3.nic.DEGREE.,2a01:8840:f6::61
DEGREE,v2n1.nic.DEGREE.,2a01:8840:f7::61
DEGREE,v2n0.nic.DEGREE.,2a01:8840:1d::61
DEGREE,v0n2.nic.DEGREE.,2a01:8840:1c::61
DEGREE,v0n0.nic.DEGREE.,2a01:8840:1a::61
DEGREE,v0n1.nic.DEGREE.,2a01:8840:1b::61
DELTA,b0.nic.DELTA.,2a01:8840:db::25
DELTA,a2.nic.DELTA.,2a01:8840:dd::25
DELTA,a0.nic.DELTA.,2a01:8840:da::25
DELTA,c0.nic.DELTA.,2a01:8840:dc::25
DESIGN,x.nic.DESIGN.,2610:a1:1074::1:82
DESIGN,c.nic.DESIGN.,2001:dcd:3::10
DESIGN,a.nic.DESIGN.,2001:dcd:1::10
DESIGN,b.nic.DESIGN.,2001:dcd:2::10
DESIGN,z.nic.DESIGN.,2610:a1:1076::1:82
DESIGN,y.nic.DESIGN.,2610:a1:1075::1:82
DHL,c.nic.DHL.,2a04:2b00:13ee::82
DHL,d.nic.DHL.,2a04:2b00:13ff::82
DHL,b.nic.DHL.,2a04:2b00:13cc::1:82
DHL,a.nic.DHL.,2001:67c:13cc::1:82
DEV,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DEV,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DEV,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DEV,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DEV,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
DIET,c.nic.DIET.,2a04:2b00:13ee::145
DIET,a.nic.DIET.,2001:67c:13cc::1:145
DIET,b.nic.DIET.,2a04:2b00:13cc::1:145
DIET,d.nic.DIET.,2a04:2b00:13ff::145
DEMOCRAT,v0n1.nic.DEMOCRAT.,2a01:8840:23::32
DEMOCRAT,v0n2.nic.DEMOCRAT.,2a01:8840:24::32
DEMOCRAT,v0n3.nic.DEMOCRAT.,2a01:8840:fa::32
DEMOCRAT,v2n0.nic.DEMOCRAT.,2a01:8840:25::32
DEMOCRAT,v2n1.nic.DEMOCRAT.,2a01:8840:fb::32
DEMOCRAT,v0n0.nic.DEMOCRAT.,2a01:8840:22::32
DENTIST,v2n0.nic.DENTIST.,2a01:8840:1d::27
DENTIST,v0n1.nic.DENTIST.,2a01:8840:1b::27
DENTIST,v2n1.nic.DENTIST.,2a01:8840:f7::27
DENTIST,v0n2.nic.DENTIST.,2a01:8840:1c::27
DENTIST,v0n3.nic.DENTIST.,2a01:8840:f6::27
DENTIST,v0n0.nic.DENTIST.,2a01:8840:1a::27
DESI,dns2.emdns.uk.,2401:fd80:401::153
DESI,dnsb.emdns.uk.,2001:502:2eda::3
DESI,dns4.emdns.uk.,2401:fd80:405::153
DESI,dnsd.emdns.uk.,2610:a1:1010::3
DESI,dnsa.emdns.uk.,2001:502:ad09::3
DESI,dns1.emdns.uk.,2a01:618:401::153
DESI,dnsc.emdns.uk.,2610:a1:1009::3
DESI,dns3.emdns.uk.,2a01:618:405::153
DIAMONDS,v0n2.nic.DIAMONDS.,2a01:8840:1c::60
DIAMONDS,v2n1.nic.DIAMONDS.,2a01:8840:f7::60
DIAMONDS,v0n3.nic.DIAMONDS.,2a01:8840:f6::60
DIAMONDS,v0n1.nic.DIAMONDS.,2a01:8840:1b::60
DIAMONDS,v2n0.nic.DIAMONDS.,2a01:8840:1d::60
DIAMONDS,v0n0.nic.DIAMONDS.,2a01:8840:1a::60
DIGITAL,v2n1.nic.DIGITAL.,2a01:8840:f5::36
DIGITAL,v2n0.nic.DIGITAL.,2a01:8840:19::36
DIGITAL,v0n0.nic.DIGITAL.,2a01:8840:16::36
DIGITAL,v0n3.nic.DIGITAL.,2a01:8840:f4::36
DIGITAL,v0n2.nic.DIGITAL.,2a01:8840:18::36
DIGITAL,v0n1.nic.DIGITAL.,2a01:8840:17::36
DIY,ns01.trs-dns.org.,185.159.197.3
DIY,ns01.trs-dns.info.,185.159.198.3
DIY,ns01.trs-dns.com.,64.96.1.1
DIY,ns01.trs-dns.net.,64.96.2.1
DIY,ns01.trs-dns.net.,
DENTAL,v2n1.nic.DENTAL.,2a01:8840:f7::49
DENTAL,v0n2.nic.DENTAL.,2a01:8840:1c::49
DENTAL,v0n3.nic.DENTAL.,2a01:8840:f6::49
DENTAL,v2n0.nic.DENTAL.,2a01:8840:1d::49
DENTAL,v0n1.nic.DENTAL.,2a01:8840:1b::49
DENTAL,v0n0.nic.DENTAL.,2a01:8840:1a::49
DISCOVER,b.nic.DISCOVER.,2001:dcd:2::9
DISCOVER,c.nic.DISCOVER.,2001:dcd:3::9
DISCOVER,ns1.dns.nic.DISCOVER.,2610:a1:1071::30
DISCOVER,ns2.dns.nic.DISCOVER.,2610:a1:1072::30
DISCOVER,ns3.dns.nic.DISCOVER.,2610:a1:1073::30
DISCOVER,a.nic.DISCOVER.,2001:dcd:1::9
DIRECT,v0n1.nic.DIRECT.,2a01:8840:1b::46
DIRECT,v0n2.nic.DIRECT.,2a01:8840:1c::46
DIRECT,v0n3.nic.DIRECT.,2a01:8840:f6::46
DIRECT,v2n1.nic.DIRECT.,2a01:8840:f7::46
DIRECT,v0n0.nic.DIRECT.,2a01:8840:1a::46
DIRECT,v2n0.nic.DIRECT.,2a01:8840:1d::46
DIRECTORY,v2n1.nic.DIRECTORY.,2a01:8840:f9::11
DIRECTORY,v0n0.nic.DIRECTORY.,2a01:8840:1e::11
DIRECTORY,v0n1.nic.DIRECTORY.,2a01:8840:1f::11
DIRECTORY,v0n2.nic.DIRECTORY.,2a01:8840:20::11
DIRECTORY,v0n3.nic.DIRECTORY.,2a01:8840:f8::11
DIRECTORY,v2n0.nic.DIRECTORY.,2a01:8840:21::11
DNP,k.gmoregistry.net.,37.209.196.4
DNP,k.gmoregistry.net.,
DNP,b.gmoregistry.net.,2001:dcd:2::4
DNP,l.gmoregistry.net.,2001:dcd:4::4
DNP,a.gmoregistry.net.,2001:dcd:1::4
DK,b.nic.DK.,2a01:630:0:80::53
DK,c.nic.DK.,2620:10a:80ac::45
DK,h.nic.DK.,2a00:1b18:1:2::53
DK,l.nic.DK.,2001:878:0:e000:82:e2:d5:8a
DK,p.nic.DK.,2001:678:78:42:ad::53
DK,s.nic.DK.,2001:678:2c:0:194:0:28:7
DISCOUNT,v0n3.nic.DISCOUNT.,2a01:8840:f8::57
DISCOUNT,v0n2.nic.DISCOUNT.,2a01:8840:20::57
DISCOUNT,v0n0.nic.DISCOUNT.,2a01:8840:1e::57
DISCOUNT,v0n1.nic.DISCOUNT.,2a01:8840:1f::57
DISCOUNT,v2n0.nic.DISCOUNT.,2a01:8840:21::57
DISCOUNT,v2n1.nic.DISCOUNT.,2a01:8840:f9::57
DISH,a2.nic.DISH.,2a01:8840:59::33
DISH,b0.nic.DISH.,2a01:8840:57::33
DISH,c0.nic.DISH.,2a01:8840:58::33
DISH,a0.nic.DISH.,2a01:8840:56::33
DOCS,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DOCS,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DOCS,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
DOCS,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DOCS,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DM,ns01.trs-dns.net.,64.96.2.1
DM,ns34.cdns.net.,194.0.1.34
DM,ns.blacknightsolutions.com.,81.17.240.204
DM,ns2.nic.DM.,199.127.196.35
DM,ns2.nic.DM.,
DM,ns2.blacknightsolutions.com.,2a01:a8:dc2:33::33
DM,ns01.trs-dns.com.,2620:57:4001::1
DOWNLOAD,ns1.dns.nic.DOWNLOAD.,2610:a1:1071::32
DOWNLOAD,ns3.dns.nic.DOWNLOAD.,2610:a1:1073::32
DOWNLOAD,b.nic.DOWNLOAD.,2001:dcd:2::10
DOWNLOAD,a.nic.DOWNLOAD.,2001:dcd:1::10
DOWNLOAD,c.nic.DOWNLOAD.,2001:dcd:3::10
DOWNLOAD,ns2.dns.nic.DOWNLOAD.,2610:a1:1072::32
DOMAINS,v0n0.nic.DOMAINS.,2a01:8840:22::51
DOMAINS,v0n1.nic.DOMAINS.,2a01:8840:23::51
DOMAINS,v0n2.nic.DOMAINS.,2a01:8840:24::51
DOMAINS,v0n3.nic.DOMAINS.,2a01:8840:fa::51
DOMAINS,v2n0.nic.DOMAINS.,2a01:8840:25::51
DOMAINS,v2n1.nic.DOMAINS.,2a01:8840:fb::51
DRIVE,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DRIVE,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DRIVE,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
DRIVE,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DRIVE,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DURBAN,coza1.dnsnode.net.,2001:67c:1010:18::53
DURBAN,nsp.netnod.se.,2a01:3f1:3033::53
DOG,v0n2.nic.DOG.,2a01:8840:24::45
DOG,v0n1.nic.DOG.,2a01:8840:23::45
DOG,v2n0.nic.DOG.,2a01:8840:25::45
DOG,v2n1.nic.DOG.,2a01:8840:fb::45
DOG,v0n3.nic.DOG.,2a01:8840:fa::45
DOG,v0n0.nic.DOG.,2a01:8840:22::45
DOT,c0.nic.DOT.,2a01:8840:5c::1
DOT,b0.nic.DOT.,2a01:8840:5b::1
DOT,a2.nic.DOT.,2a01:8840:5d::1
DOT,a0.nic.DOT.,2a01:8840:5a::1
DUBAI,gtld.delta.aridns.net.au.,2001:dcd:4::10
DUBAI,gtld.alpha.aridns.net.au.,2001:dcd:1::10
DUBAI,gtld.beta.aridns.net.au.,2001:dcd:2::10
DUBAI,gtld.gamma.aridns.net.au.,2001:dcd:3::10
DO,a.lactld.org.,2801:14:a000::10
DO,ns.nic.DO.,2001:13e0:85d0:106::177
DO,ns1.nic.DO.,2001:13e0:85d0:106::178
DO,ns2.nic.DO.,2001:13e0:0:1::12
DO,ns4.nic.DO.,2001:500:14:6124:ad::1
DO,ns5.nic.DO.,2001:13e0:0:1::13
DO,phloem.uoregon.edu.,2001:468:d01:20::80df:2023
DOCTOR,v2n1.nic.DOCTOR.,2a01:8840:f7::21
DOCTOR,v0n3.nic.DOCTOR.,2a01:8840:f6::21
DOCTOR,v2n0.nic.DOCTOR.,2a01:8840:1d::21
DOCTOR,v0n2.nic.DOCTOR.,2a01:8840:1c::21
DOCTOR,v0n1.nic.DOCTOR.,2a01:8840:1b::21
DOCTOR,v0n0.nic.DOCTOR.,2a01:8840:1a::21
DTV,a0.nic.DTV.,2a01:8840:de::1
DTV,c0.nic.DTV.,2a01:8840:e0::1
DTV,a2.nic.DTV.,2a01:8840:e1::1
DTV,b0.nic.DTV.,2a01:8840:df::1
DUPONT,ns4.dns.nic.DUPONT.,2610:a1:1074::34
DUPONT,ns5.dns.nic.DUPONT.,2610:a1:1075::34
DUPONT,ns6.dns.nic.DUPONT.,2610:a1:1076::34
DUPONT,a.nic.DUPONT.,2001:dcd:1::9
DUPONT,b.nic.DUPONT.,2001:dcd:2::9
DUPONT,c.nic.DUPONT.,2001:dcd:3::9
DVAG,c.nic.DVAG.,2a04:2b00:13ee::84
DVAG,d.nic.DVAG.,2a04:2b00:13ff::84
DVAG,a.nic.DVAG.,2001:67c:13cc::1:84
DVAG,b.nic.DVAG.,2a04:2b00:13cc::1:84
EAT,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
EAT,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
EAT,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
EAT,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
EAT,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
EARTH,b.nic.EARTH.,2001:dcd:2::10
EARTH,ns2.dns.nic.EARTH.,2610:a1:1072::e6
EARTH,ns3.dns.nic.EARTH.,2610:a1:1073::e6
EARTH,a.nic.EARTH.,2001:dcd:1::10
EARTH,c.nic.EARTH.,2001:dcd:3::10
EARTH,ns1.dns.nic.EARTH.,2610:a1:1071::e6
DUNLOP,c0.nic.DUNLOP.,2a01:8840:78::33
DUNLOP,a0.nic.DUNLOP.,2a01:8840:76::33
DUNLOP,b0.nic.DUNLOP.,2a01:8840:77::33
DUNLOP,a2.nic.DUNLOP.,2a01:8840:79::33
ECO,b.ns.nic.ECO.,2620:10a:80ab::4
ECO,c.ns.nic.ECO.,2a0e:dbc0::101
ECO,d.ns.nic.ECO.,2620:10a:80ac::4
ECO,a.ns.nic.ECO.,2620:10a:80aa::4
DJ,ns3.djibtelecom.DJ.,52.213.131.190
DJ,ns2.djibtelecom.DJ.,196.201.196.54
DJ,vps443605.ovh.net.,37.59.106.21
DJ,ns1.djibtelecom.DJ.,197.241.17.175
DJ,bow1.intnet.DJ.,197.241.17.130
DJ,bow1.intnet.DJ.,
EC,a.lactld.org.,200.0.68.10
EC,n2.nic.EC.,200.12.199.1
EC,n3.dns.EC.,204.61.216.39
EC,ns1.anycastdns.cz.,185.38.108.108
EC,ns2.anycastdns.cz.,185.28.194.194
EC,ns2.anycastdns.cz.,
DVR,a2.nic.DVR.,2a01:8840:6d::17
DVR,b0.nic.DVR.,2a01:8840:6b::17
DVR,c0.nic.DVR.,2a01:8840:6c::17
DVR,a0.nic.DVR.,2a01:8840:6a::17
EG,frcu.eun.EG.,193.227.1.1
EG,frcu.eun.EG.,
EG,dns-eg.univie.ac.at.,2001:628:453:bb::8
EG,rip.psg.com.,2001:418:1::39
EDEKA,a0.nic.EDEKA.,2a01:8840:12::25
EDEKA,a2.nic.EDEKA.,2a01:8840:15::25
EDEKA,b0.nic.EDEKA.,2a01:8840:13::25
EDEKA,c0.nic.EDEKA.,2a01:8840:14::25
EDUCATION,v0n0.nic.EDUCATION.,2a01:8840:1e::38
EDUCATION,v0n1.nic.EDUCATION.,2a01:8840:1f::38
EDUCATION,v0n2.nic.EDUCATION.,2a01:8840:20::38
EDUCATION,v0n3.nic.EDUCATION.,2a01:8840:f8::38
EDUCATION,v2n0.nic.EDUCATION.,2a01:8840:21::38
EDUCATION,v2n1.nic.EDUCATION.,2a01:8840:f9::38
DZ,ns1.nic.DZ.,193.194.64.242
DZ,ns-dz.afrinic.net.,196.216.168.36
DZ,ns5.nic.DZ.,193.0.9.71
DZ,ns4.nic.DZ.,204.61.216.103
DZ,ns3.nic.fr.,192.134.0.49
DZ,ns2.nic.DZ.,213.179.160.66
DZ,ns2.nic.DZ.,
EE,b.tld.EE.,194.146.106.110
EE,e.tld.EE.,204.61.216.36
EE,ee.cert.EE.,46.226.142.147
EE,ns.tld.EE.,195.43.87.10
EE,ns.tld.EE.,
EE,ee.eenet.EE.,2001:bb8:4001::53
ENERGY,v0n3.nic.ENERGY.,2a01:8840:f6::45
ENERGY,v2n0.nic.ENERGY.,2a01:8840:1d::45
ENERGY,v2n1.nic.ENERGY.,2a01:8840:f7::45
ENERGY,v0n0.nic.ENERGY.,2a01:8840:1a::45
ENERGY,v0n1.nic.ENERGY.,2a01:8840:1b::45
ENERGY,v0n2.nic.ENERGY.,2a01:8840:1c::45
EMAIL,v2n1.nic.EMAIL.,2a01:8840:f7::35
EMAIL,v0n0.nic.EMAIL.,2a01:8840:1a::35
EMAIL,v0n1.nic.EMAIL.,2a01:8840:1b::35
EMAIL,v0n2.nic.EMAIL.,2a01:8840:1c::35
EMAIL,v0n3.nic.EMAIL.,2a01:8840:f6::35
EMAIL,v2n0.nic.EMAIL.,2a01:8840:1d::35
EDU,f.edu-servers.net.,2001:503:d414::30
EDU,g.edu-servers.net.,2001:503:eea3::30
EDU,a.edu-servers.net.,2001:503:a83e::2:30
EDU,b.edu-servers.net.,2001:503:231d::2:30
EDU,h.edu-servers.net.,2001:502:8cc::30
EDU,m.edu-servers.net.,2001:501:b1f9::30
EDU,k.edu-servers.net.,2001:503:d2d::30
EDU,c.edu-servers.net.,2001:503:83eb::30
EDU,i.edu-servers.net.,2001:503:39c1::30
EDU,d.edu-servers.net.,2001:500:856e::30
EDU,e.edu-servers.net.,2001:502:1ca1::30
EDU,l.edu-servers.net.,2001:500:d937::30
EDU,j.edu-servers.net.,2001:502:7094::30
EPSON,k.gmoregistry.net.,37.209.196.4
EPSON,k.gmoregistry.net.,
EPSON,b.gmoregistry.net.,2001:dcd:2::4
EPSON,a.gmoregistry.net.,2001:dcd:1::4
EPSON,l.gmoregistry.net.,2001:dcd:4::4
EMERCK,a2.nic.EMERCK.,2a01:8840:9d::1
EMERCK,b0.nic.EMERCK.,2a01:8840:9b::1
EMERCK,c0.nic.EMERCK.,2a01:8840:9c::1
EMERCK,a0.nic.EMERCK.,2a01:8840:9a::1
ENGINEERING,v2n0.nic.ENGINEERING.,2a01:8840:1d::18
ENGINEERING,v2n1.nic.ENGINEERING.,2a01:8840:f7::18
ENGINEERING,v0n0.nic.ENGINEERING.,2a01:8840:1a::18
ENGINEERING,v0n3.nic.ENGINEERING.,2a01:8840:f6::18
ENGINEERING,v0n2.nic.ENGINEERING.,2a01:8840:1c::18
ENGINEERING,v0n1.nic.ENGINEERING.,2a01:8840:1b::18
ENGINEER,v0n0.nic.ENGINEER.,2a01:8840:1a::22
ENGINEER,v0n2.nic.ENGINEER.,2a01:8840:1c::22
ENGINEER,v0n1.nic.ENGINEER.,2a01:8840:1b::22
ENGINEER,v2n0.nic.ENGINEER.,2a01:8840:1d::22
ENGINEER,v0n3.nic.ENGINEER.,2a01:8840:f6::22
ENGINEER,v2n1.nic.ENGINEER.,2a01:8840:f7::22
ERNI,anycast9.irondns.net.,2a01:5b0:4::b
ERNI,anycast24.irondns.net.,2a01:5b0:5::c
ERNI,anycast10.irondns.net.,2a01:5b0:4::c
ERNI,anycast23.irondns.net.,2a01:5b0:5::b
ES,a.nic.ES.,2001:67c:21cc:2000::64:41
ES,h.nic.ES.,2001:678:40::53
ES,g.nic.ES.,2001:500:14:7001:ad::1
ES,c.nic.ES.,2001:678:44::53
EQUIPMENT,v2n0.nic.EQUIPMENT.,2a01:8840:25::21
EQUIPMENT,v0n2.nic.EQUIPMENT.,2a01:8840:24::21
EQUIPMENT,v0n0.nic.EQUIPMENT.,2a01:8840:22::21
EQUIPMENT,v0n3.nic.EQUIPMENT.,2a01:8840:fa::21
EQUIPMENT,v2n1.nic.EQUIPMENT.,2a01:8840:fb::21
EQUIPMENT,v0n1.nic.EQUIPMENT.,2a01:8840:23::21
ENTERPRISES,v0n0.nic.ENTERPRISES.,2a01:8840:16::52
ENTERPRISES,v0n1.nic.ENTERPRISES.,2a01:8840:17::52
ENTERPRISES,v0n2.nic.ENTERPRISES.,2a01:8840:18::52
ENTERPRISES,v0n3.nic.ENTERPRISES.,2a01:8840:f4::52
ENTERPRISES,v2n0.nic.ENTERPRISES.,2a01:8840:19::52
ENTERPRISES,v2n1.nic.ENTERPRISES.,2a01:8840:f5::52
ESQ,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
ESQ,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
ESQ,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
ESQ,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
ESQ,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
EUROVISION,anycast9.irondns.net.,2a01:5b0:4::b
EUROVISION,anycast24.irondns.net.,2a01:5b0:5::c
EUROVISION,anycast10.irondns.net.,2a01:5b0:4::c
EUROVISION,anycast23.irondns.net.,2a01:5b0:5::b
EUS,anycast24.irondns.net.,2a01:5b0:5::c
EUS,anycast10.irondns.net.,2a01:5b0:4::c
EUS,anycast23.irondns.net.,2a01:5b0:5::b
EUS,anycast9.irondns.net.,2a01:5b0:4::b
EU,w.dns.EU.,194.0.25.28
EU,y.dns.EU.,194.146.106.90
EU,si.dns.EU.,193.2.221.62
EU,x.dns.EU.,185.151.141.1
EU,be.dns.EU.,149.38.1.26
EU,be.dns.EU.,
ESTATE,v2n1.nic.ESTATE.,2a01:8840:f9::47
ESTATE,v2n0.nic.ESTATE.,2a01:8840:21::47
ESTATE,v0n1.nic.ESTATE.,2a01:8840:1f::47
ESTATE,v0n0.nic.ESTATE.,2a01:8840:1e::47
ESTATE,v0n2.nic.ESTATE.,2a01:8840:20::47
ESTATE,v0n3.nic.ESTATE.,2a01:8840:f8::47
ET,a.nic.ET.,197.156.74.192
ET,b.nic.ET.,197.156.74.193
ET,b.nic.ET.,
EXCHANGE,v0n3.nic.EXCHANGE.,2a01:8840:f8::14
EXCHANGE,v2n0.nic.EXCHANGE.,2a01:8840:21::14
EXCHANGE,v2n1.nic.EXCHANGE.,2a01:8840:f9::14
EXCHANGE,v0n0.nic.EXCHANGE.,2a01:8840:1e::14
EXCHANGE,v0n1.nic.EXCHANGE.,2a01:8840:1f::14
EXCHANGE,v0n2.nic.EXCHANGE.,2a01:8840:20::14
EXPERT,v0n0.nic.EXPERT.,2a01:8840:22::4
EXPERT,v2n0.nic.EXPERT.,2a01:8840:25::4
EXPERT,v0n2.nic.EXPERT.,2a01:8840:24::4
EXPERT,v2n1.nic.EXPERT.,2a01:8840:fb::4
EXPERT,v0n1.nic.EXPERT.,2a01:8840:23::4
EXPERT,v0n3.nic.EXPERT.,2a01:8840:fa::4
EVENTS,v0n0.nic.EVENTS.,2a01:8840:22::6
EVENTS,v0n1.nic.EVENTS.,2a01:8840:23::6
EVENTS,v0n2.nic.EVENTS.,2a01:8840:24::6
EVENTS,v2n1.nic.EVENTS.,2a01:8840:fb::6
EVENTS,v2n0.nic.EVENTS.,2a01:8840:25::6
EVENTS,v0n3.nic.EVENTS.,2a01:8840:fa::6
FAGE,b0.nic.FAGE.,2a01:8840:9b::33
FAGE,c0.nic.FAGE.,2a01:8840:9c::33
FAGE,a0.nic.FAGE.,2a01:8840:9a::33
FAGE,a2.nic.FAGE.,2a01:8840:9d::33
ERICSSON,a0.nic.ERICSSON.,2a01:8840:36::33
ERICSSON,b0.nic.ERICSSON.,2a01:8840:37::33
ERICSSON,a2.nic.ERICSSON.,2a01:8840:39::33
ERICSSON,c0.nic.ERICSSON.,2a01:8840:38::33
EXPOSED,v0n3.nic.EXPOSED.,2a01:8840:f6::58
EXPOSED,v2n0.nic.EXPOSED.,2a01:8840:1d::58
EXPOSED,v2n1.nic.EXPOSED.,2a01:8840:f7::58
EXPOSED,v0n0.nic.EXPOSED.,2a01:8840:1a::58
EXPOSED,v0n1.nic.EXPOSED.,2a01:8840:1b::58
EXPOSED,v0n2.nic.EXPOSED.,2a01:8840:1c::58
EXTRASPACE,a0.nic.EXTRASPACE.,2a01:8840:72::1
EXTRASPACE,b0.nic.EXTRASPACE.,2a01:8840:73::1
EXTRASPACE,c0.nic.EXTRASPACE.,2a01:8840:74::1
EXTRASPACE,a2.nic.EXTRASPACE.,2a01:8840:75::1
EXPRESS,v0n1.nic.EXPRESS.,2a01:8840:23::16
EXPRESS,v0n2.nic.EXPRESS.,2a01:8840:24::16
EXPRESS,v0n0.nic.EXPRESS.,2a01:8840:22::16
EXPRESS,v2n1.nic.EXPRESS.,2a01:8840:fb::16
EXPRESS,v0n3.nic.EXPRESS.,2a01:8840:fa::16
EXPRESS,v2n0.nic.EXPRESS.,2a01:8840:25::16
FAIL,v0n3.nic.FAIL.,2a01:8840:f4::56
FAIL,v2n0.nic.FAIL.,2a01:8840:19::56
FAIL,v2n1.nic.FAIL.,2a01:8840:f5::56
FAIL,v0n0.nic.FAIL.,2a01:8840:16::56
FAIL,v0n1.nic.FAIL.,2a01:8840:17::56
FAIL,v0n2.nic.FAIL.,2a01:8840:18::56
FAIRWINDS,dns3.nic.FAIRWINDS.,2a01:618:407::135
FAIRWINDS,dnsb.nic.FAIRWINDS.,2001:502:2eda::3
FAIRWINDS,dns1.nic.FAIRWINDS.,2a01:618:403::135
FAIRWINDS,dns4.nic.FAIRWINDS.,2401:fd80:407::135
FAIRWINDS,dnsa.nic.FAIRWINDS.,2001:502:ad09::3
FAIRWINDS,dnsd.nic.FAIRWINDS.,2610:a1:1010::3
FAIRWINDS,dnsc.nic.FAIRWINDS.,2610:a1:1009::3
FAIRWINDS,dns2.nic.FAIRWINDS.,2401:fd80:403::135
FAITH,b.nic.FAITH.,2001:dcd:2::10
FAITH,ns3.dns.nic.FAITH.,2610:a1:1073::36
FAITH,a.nic.FAITH.,2001:dcd:1::10
FAITH,ns1.dns.nic.FAITH.,2610:a1:1071::36
FAITH,c.nic.FAITH.,2001:dcd:3::10
FAITH,ns2.dns.nic.FAITH.,2610:a1:1072::36
FANS,c.nic.FANS.,2a04:2b00:13ee::39
FANS,d.nic.FANS.,2a04:2b00:13ff::39
FANS,a.nic.FANS.,2001:67c:13cc::1:39
FANS,b.nic.FANS.,2a04:2b00:13cc::1:39
FAN,v2n1.nic.FAN.,2a01:8840:f5::57
FAN,v0n2.nic.FAN.,2a01:8840:18::57
FAN,v0n1.nic.FAN.,2a01:8840:17::57
FAN,v0n0.nic.FAN.,2a01:8840:16::57
FAN,v0n3.nic.FAN.,2a01:8840:f4::57
FAN,v2n0.nic.FAN.,2a01:8840:19::57
FARMERS,ns2.dns.nic.FARMERS.,2610:a1:1072::37
FARMERS,a.nic.FARMERS.,2001:dcd:1::9
FARMERS,b.nic.FARMERS.,2001:dcd:2::9
FARMERS,ns1.dns.nic.FARMERS.,2610:a1:1071::37
FARMERS,ns3.dns.nic.FARMERS.,2610:a1:1073::37
FARMERS,c.nic.FARMERS.,2001:dcd:3::9
FASHION,a.nic.FASHION.,2001:dcd:1::10
FASHION,c.nic.FASHION.,2001:dcd:3::10
FASHION,y.nic.FASHION.,2610:a1:1075::1:82
