domain,NS,IP
BAND,v0n2.nic.BAND.,65.22.30.45
BAND,v0n1.nic.BAND.,65.22.29.45
BAND,v2n1.nic.BAND.,161.232.15.45
BAND,v0n3.nic.BAND.,161.232.14.45
BAND,v2n0.nic.BAND.,65.22.31.45
BAND,v0n0.nic.BAND.,65.22.28.45
BAUHAUS,anycast10.irondns.net.,195.253.64.12
BAUHAUS,anycast23.irondns.net.,195.253.65.11
BAUHAUS,anycast9.irondns.net.,195.253.64.11
BAUHAUS,anycast24.irondns.net.,195.253.65.12
BASEBALL,c.nic.BASEBALL.,37.209.196.10
BASEBALL,ns1.dns.nic.BASEBALL.,156.154.144.200
BASEBALL,ns2.dns.nic.BASEBALL.,156.154.145.200
BASEBALL,ns3.dns.nic.BASEBALL.,156.154.159.200
BASEBALL,a.nic.BASEBALL.,37.209.192.10
BASEBALL,b.nic.BASEBALL.,37.209.194.10
BARCLAYS,b0.nic.BARCLAYS.,65.22.121.1
BARCLAYS,a0.nic.BARCLAYS.,65.22.120.1
BARCLAYS,c0.nic.BARCLAYS.,65.22.122.1
BARCLAYS,a2.nic.BARCLAYS.,65.22.123.1
BAREFOOT,a2.nic.BAREFOOT.,65.22.59.17
BAREFOOT,a0.nic.BAREFOOT.,65.22.56.17
BAREFOOT,b0.nic.BAREFOOT.,65.22.57.17
BAREFOOT,c0.nic.BAREFOOT.,65.22.58.17
BARGAINS,v2n1.nic.BARGAINS.,161.232.11.62
BARGAINS,v0n3.nic.BARGAINS.,161.232.10.62
BARGAINS,v0n2.nic.BARGAINS.,65.22.22.62
BARGAINS,v0n0.nic.BARGAINS.,65.22.20.62
BARGAINS,v2n0.nic.BARGAINS.,65.22.23.62
BARGAINS,v0n1.nic.BARGAINS.,65.22.21.62
BAYERN,ari.alpha.tldns.godaddy.,37.209.192.2
BAYERN,ari.beta.tldns.godaddy.,37.209.194.2
BAYERN,anycast9.irondns.net.,195.253.64.11
BAYERN,anycast23.irondns.net.,195.253.65.11
BAYERN,anycast10.irondns.net.,195.253.64.12
BAYERN,ari.gamma.tldns.godaddy.,37.209.196.2
BAYERN,anycast24.irondns.net.,195.253.65.12
BAYERN,ari.delta.tldns.godaddy.,37.209.198.2
BAIDU,j.zdnscloud.com.,
BAIDU,a.zdnscloud.com.,203.99.24.1
BAIDU,b.zdnscloud.com.,203.99.25.1
BAIDU,c.zdnscloud.com.,203.99.26.1
BAIDU,d.zdnscloud.com.,203.99.27.1
BAIDU,f.zdnscloud.com.,116.169.54.111
BAIDU,g.zdnscloud.com.,223.72.199.37
BAIDU,i.zdnscloud.com.,
BARCLAYCARD,c0.nic.BARCLAYCARD.,65.22.122.9
BARCLAYCARD,a2.nic.BARCLAYCARD.,65.22.123.9
BARCLAYCARD,a0.nic.BARCLAYCARD.,65.22.120.9
BARCLAYCARD,b0.nic.BARCLAYCARD.,65.22.121.9
BASKETBALL,c.nic.BASKETBALL.,37.209.196.10
BASKETBALL,y.nic.BASKETBALL.,156.154.173.82
BASKETBALL,z.nic.BASKETBALL.,156.154.174.82
BASKETBALL,x.nic.BASKETBALL.,156.154.172.82
BASKETBALL,a.nic.BASKETBALL.,37.209.192.10
BASKETBALL,b.nic.BASKETBALL.,37.209.194.10
BB,ns5.nic.BB.,64.119.198.193
BB,ns3.nic.BB.,64.68.196.10
BB,ns2.nic.BB.,64.68.193.10
BB,ns1.nic.BB.,64.68.192.10
BB,ns4.nic.BB.,64.68.197.10
BB,ns6.nic.BB.,64.119.198.194
BCN,anycast23.irondns.net.,195.253.65.11
BCN,anycast9.irondns.net.,195.253.64.11
BCN,anycast24.irondns.net.,195.253.65.12
BCN,anycast10.irondns.net.,195.253.64.12
BCG,b0.nic.BCG.,65.22.217.25
BCG,c0.nic.BCG.,65.22.218.25
BCG,a0.nic.BCG.,65.22.216.25
BCG,a2.nic.BCG.,65.22.219.25
BBC,dns2.nic.BBC.,103.49.83.4
BBC,dns3.nic.BBC.,213.248.223.4
BBC,dns1.nic.BBC.,213.248.219.4
BBC,dns4.nic.BBC.,43.230.51.4
BBC,dnsa.nic.BBC.,156.154.100.3
BBC,dnsc.nic.BBC.,156.154.102.3
BBC,dnsd.nic.BBC.,156.154.103.3
BBC,dnsb.nic.BBC.,156.154.101.3
BE,z.nsset.BE.,194.0.25.36
BE,b.nsset.BE.,194.0.37.1
BE,d.nsset.BE.,194.0.44.1
BE,a.nsset.BE.,194.0.6.1
BE,c.nsset.BE.,194.0.43.1
BE,y.nsset.BE.,120.29.253.8
BBT,a0.nic.BBT.,65.22.112.44
BBT,a2.nic.BBT.,65.22.115.44
BBT,c0.nic.BBT.,65.22.114.44
BBT,b0.nic.BBT.,65.22.113.44
BEAUTY,a.nic.BEAUTY.,194.169.218.119
BEAUTY,b.nic.BEAUTY.,185.24.64.119
BEAUTY,c.nic.BEAUTY.,212.18.248.119
BEAUTY,d.nic.BEAUTY.,212.18.249.119
BEER,y.nic.BEER.,156.154.173.82
BEER,z.nic.BEER.,156.154.174.82
BEER,a.nic.BEER.,37.209.192.10
BEER,b.nic.BEER.,37.209.194.10
BEER,c.nic.BEER.,37.209.196.10
BEER,x.nic.BEER.,156.154.172.82
BERLIN,n.dns.nic.BERLIN.,194.0.24.5
BERLIN,m.dns.nic.BERLIN.,194.0.26.5
BERLIN,a.dns.nic.BERLIN.,194.0.25.16
BEST,d.nic.BEST.,212.18.249.109
BEST,a.nic.BEST.,194.169.218.109
BEST,b.nic.BEST.,185.24.64.109
BEST,c.nic.BEST.,212.18.248.109
BBVA,dnsc.nic.BBVA.,156.154.102.3
BBVA,dns2.nic.BBVA.,103.49.83.44
BBVA,dns1.nic.BBVA.,213.248.219.44
BBVA,dnsd.nic.BBVA.,156.154.103.3
BBVA,dnsa.nic.BBVA.,156.154.100.3
BBVA,dnsb.nic.BBVA.,156.154.101.3
BBVA,dns3.nic.BBVA.,213.248.223.44
BBVA,dns4.nic.BBVA.,43.230.51.44
BH,c.nic.BH.,212.18.248.115
BH,d.nic.BH.,212.18.249.115
BH,a.nic.BH.,194.169.218.115
BH,b.nic.BH.,185.24.64.115
BHARTI,ac2.nstld.com.,192.42.174.30
BHARTI,ac3.nstld.com.,192.42.175.30
BHARTI,ac4.nstld.com.,192.42.176.30
BHARTI,ac1.nstld.com.,192.42.173.30
BEATS,a0.nic.BEATS.,65.22.60.9
BEATS,b0.nic.BEATS.,65.22.61.9
BEATS,a2.nic.BEATS.,65.22.63.9
BEATS,c0.nic.BEATS.,65.22.62.9
BESTBUY,b0.nic.BESTBUY.,65.22.217.9
BESTBUY,a2.nic.BESTBUY.,65.22.219.9
BESTBUY,a0.nic.BESTBUY.,65.22.216.9
BESTBUY,c0.nic.BESTBUY.,65.22.218.9
BG,a.nic.BG.,192.92.129.99
BG,c.nic.BG.,193.68.99.99
BG,e.nic.BG.,185.143.80.1
BG,d.nic.BG.,194.0.32.1
BG,b.nic.BG.,193.68.3.232
BG,p.nic.BG.,204.61.216.110
BET,b0.nic.BET.,65.22.37.17
BET,a2.nic.BET.,65.22.39.17
BET,c0.nic.BET.,65.22.38.17
BET,a0.nic.BET.,65.22.36.17
BID,ns3.dns.nic.BID.,156.154.159.25
BID,a.nic.BID.,37.209.192.10
BID,b.nic.BID.,37.209.194.10
BID,c.nic.BID.,37.209.196.10
BID,ns1.dns.nic.BID.,156.154.144.25
BID,ns2.dns.nic.BID.,156.154.145.25
BIBLE,ns1.dns.nic.BIBLE.,156.154.169.100
BIBLE,c.nic.BIBLE.,37.209.196.10
BIBLE,b.nic.BIBLE.,37.209.194.10
BIBLE,a.nic.BIBLE.,37.209.192.10
BIBLE,ns3.dns.nic.BIBLE.,156.154.171.100
BIBLE,ns2.dns.nic.BIBLE.,156.154.170.100
BD,jamuna.btcl.net.BD.,203.112.194.231
BD,bd-ns.anycast.pch.net.,204.61.216.108
BD,dns.BD.,123.49.12.112
BD,surma.btcl.net.BD.,203.112.194.232
BINGO,v2n1.nic.BINGO.,161.232.17.62
BINGO,v0n2.nic.BINGO.,65.22.34.62
BINGO,v2n0.nic.BINGO.,65.22.35.62
BINGO,v0n1.nic.BINGO.,65.22.33.62
BINGO,v0n0.nic.BINGO.,65.22.32.62
BINGO,v0n3.nic.BINGO.,161.232.16.62
BIZ,x.gtld.BIZ.,37.209.194.13
BIZ,m.gtld.BIZ.,204.74.105.1
BIZ,a.gtld.BIZ.,156.154.124.65
BIZ,n.gtld.BIZ.,204.74.107.1
BIZ,w.gtld.BIZ.,37.209.192.13
BIZ,y.gtld.BIZ.,37.209.196.13
BIZ,c.gtld.BIZ.,156.154.127.65
BIZ,b.gtld.BIZ.,156.154.125.65
BIO,b0.nic.BIO.,65.22.85.9
BIO,a2.nic.BIO.,65.22.87.9
BIO,a0.nic.BIO.,65.22.84.9
BIO,c0.nic.BIO.,65.22.86.9
BIKE,v0n2.nic.BIKE.,65.22.26.44
BIKE,v0n3.nic.BIKE.,161.232.12.44
BIKE,v2n1.nic.BIKE.,161.232.13.44
BIKE,v0n1.nic.BIKE.,65.22.25.44
BIKE,v2n0.nic.BIKE.,65.22.27.44
BIKE,v0n0.nic.BIKE.,65.22.24.44
BENTLEY,dns4.nic.BENTLEY.,43.230.51.5
BENTLEY,dnsd.nic.BENTLEY.,156.154.103.3
BENTLEY,dnsa.nic.BENTLEY.,156.154.100.3
BENTLEY,dnsc.nic.BENTLEY.,156.154.102.3
BENTLEY,dns2.nic.BENTLEY.,103.49.83.5
BENTLEY,dnsb.nic.BENTLEY.,156.154.101.3
BENTLEY,dns1.nic.BENTLEY.,213.248.219.5
BENTLEY,dns3.nic.BENTLEY.,213.248.223.5
BING,dns3.nic.BING.,213.248.223.130
BING,dnsc.nic.BING.,156.154.102.3
BING,dns2.nic.BING.,103.49.83.130
BING,dns4.nic.BING.,43.230.51.130
BING,dnsb.nic.BING.,156.154.101.3
BING,dnsd.nic.BING.,156.154.103.3
BING,dns1.nic.BING.,213.248.219.130
BING,dnsa.nic.BING.,156.154.100.3
BLOG,c.nic.BLOG.,212.18.248.94
BLOG,d.nic.BLOG.,212.18.249.94
BLOG,a.nic.BLOG.,194.169.218.94
BLOG,b.nic.BLOG.,185.24.64.94
BLACKFRIDAY,x.nic.BLACKFRIDAY.,156.154.172.82
BLACKFRIDAY,c.nic.BLACKFRIDAY.,37.209.196.10
BLACKFRIDAY,a.nic.BLACKFRIDAY.,37.209.192.10
BLACKFRIDAY,b.nic.BLACKFRIDAY.,37.209.194.10
BLACKFRIDAY,z.nic.BLACKFRIDAY.,156.154.174.82
BLACKFRIDAY,y.nic.BLACKFRIDAY.,156.154.173.82
BI,ns1.nic.BI.,196.2.12.205
BI,anyns.nic.BI.,204.61.216.61
BI,ns-bi.afrinic.net.,196.216.168.23
BI,bi.cctld.authdns.ripe.net.,193.0.9.62
BI,ns.nic.BI.,196.2.8.205
BLACK,c0.nic.BLACK.,65.22.70.33
BLACK,a0.nic.BLACK.,65.22.68.33
BLACK,a2.nic.BLACK.,65.22.71.33
BLACK,b0.nic.BLACK.,65.22.69.33
BLOCKBUSTER,c0.nic.BLOCKBUSTER.,65.22.94.25
BLOCKBUSTER,a2.nic.BLOCKBUSTER.,65.22.95.25
BLOCKBUSTER,b0.nic.BLOCKBUSTER.,65.22.93.25
BLOCKBUSTER,a0.nic.BLOCKBUSTER.,65.22.92.25
BMW,a.nic.BMW.,194.169.218.76
BMW,d.nic.BMW.,212.18.249.76
BMW,c.nic.BMW.,212.18.248.76
BMW,b.nic.BMW.,185.24.64.76
BLUE,c0.nic.BLUE.,65.22.30.9
BLUE,a2.nic.BLUE.,65.22.31.9
BLUE,a0.nic.BLUE.,65.22.28.9
BLUE,b0.nic.BLUE.,65.22.29.9
BLUE,b2.nic.BLUE.,65.22.31.13
BOATS,a.nic.BOATS.,194.169.218.134
BOATS,d.nic.BOATS.,212.18.249.134
BOATS,c.nic.BOATS.,212.18.248.134
BOATS,b.nic.BOATS.,185.24.64.134
BMS,b0.nic.BMS.,65.22.113.45
BMS,a2.nic.BMS.,65.22.115.45
BMS,c0.nic.BMS.,65.22.114.45
BMS,a0.nic.BMS.,65.22.112.45
BM,b2.bm.afilias-nst.org.,199.249.124.9
BM,c0.bm.afilias-nst.info.,199.254.61.9
BM,d0.bm.afilias-nst.org.,199.254.62.9
BM,a0.bm.afilias-nst.info.,199.254.59.9
BM,b0.bm.afilias-nst.org.,199.254.60.9
BM,a2.bm.afilias-nst.info.,199.249.116.9
BJ,ns-bj.afrinic.net.,196.216.168.33
BJ,ns1.nic.BJ.,154.65.28.218
BJ,ns2.nic.BJ.,41.85.191.2
BJ,pch.nic.BJ.,204.61.216.125
BJ,ns-bj.nic.fr.,194.0.9.1
BNPPARIBAS,b0.nic.BNPPARIBAS.,65.22.65.9
BNPPARIBAS,a0.nic.BNPPARIBAS.,65.22.64.9
BNPPARIBAS,c0.nic.BNPPARIBAS.,65.22.66.9
BNPPARIBAS,a2.nic.BNPPARIBAS.,65.22.67.9
BF,dns-tld.ird.fr.,13.39.116.127
BF,ns-bf.nic.fr.,194.0.9.1
BF,a.registre.BF.,212.52.146.50
BF,pch.ns.registre.BF.,204.61.216.141
BOND,d.nic.BOND.,212.18.249.85
BOND,a.nic.BOND.,194.169.218.85
BOND,c.nic.BOND.,212.18.248.85
BOND,b.nic.BOND.,185.24.64.85
BOM,b.dns.br.,200.189.41.10
BOM,a.dns.br.,200.219.148.10
BOM,d.dns.br.,200.219.154.10
BOM,c.dns.br.,200.192.233.10
BOM,f.dns.br.,200.219.159.10
BOM,e.dns.br.,200.229.248.10
BO,ns.nic.BO.,166.114.1.40
BO,ns.dns.br.,200.160.0.5
BO,anycast.ns.nic.BO.,204.61.216.48
BO,ns2.nic.fr.,192.93.0.4
BN,bn-ns.anycast.pch.net.,204.61.216.87
BN,ns1.bnnic.BN.,194.0.1.33
BN,ns2.bnnic.BN.,202.93.214.163
BN,ns4.apnic.net.,202.12.31.53
BOO,ns-tld5.charlestonroadregistry.com.,216.239.60.105
BOO,ns-tld2.charlestonroadregistry.com.,216.239.34.105
BOO,ns-tld4.charlestonroadregistry.com.,216.239.38.105
BOO,ns-tld1.charlestonroadregistry.com.,216.239.32.105
BOO,ns-tld3.charlestonroadregistry.com.,216.239.36.105
BOEHRINGER,a2.nic.BOEHRINGER.,65.22.191.17
BOEHRINGER,a0.nic.BOEHRINGER.,65.22.188.17
BOEHRINGER,c0.nic.BOEHRINGER.,65.22.190.17
BOEHRINGER,b0.nic.BOEHRINGER.,65.22.189.17
BOSTIK,d.nic.fr.,194.0.9.1
BOSTIK,f.ext.nic.fr.,194.146.106.46
BOSTIK,g.ext.nic.fr.,194.0.36.1
BOFA,v0n3.nic.BOFA.,161.232.32.4
BOFA,v2n0.nic.BOFA.,65.22.111.4
BOFA,v2n1.nic.BOFA.,161.232.33.4
BOFA,v0n0.nic.BOFA.,65.22.108.4
BOFA,v0n1.nic.BOFA.,65.22.109.4
BOFA,v0n2.nic.BOFA.,65.22.110.4
BOOKING,ns1.dns.nic.BOOKING.,156.154.144.27
BOOKING,c.nic.BOOKING.,37.209.196.9
BOOKING,b.nic.BOOKING.,37.209.194.9
BOOKING,a.nic.BOOKING.,37.209.192.9
BOOKING,ns3.dns.nic.BOOKING.,156.154.159.27
BOOKING,ns2.dns.nic.BOOKING.,156.154.145.27
BOSCH,b0.nic.BOSCH.,65.22.113.46
BOSCH,a0.nic.BOSCH.,65.22.112.46
BOSCH,a2.nic.BOSCH.,65.22.115.46
BOSCH,c0.nic.BOSCH.,65.22.114.46
BLOOMBERG,v0n3.nic.BLOOMBERG.,161.232.32.3
BLOOMBERG,v0n0.nic.BLOOMBERG.,65.22.108.3
BLOOMBERG,v0n2.nic.BLOOMBERG.,65.22.110.3
BLOOMBERG,v2n0.nic.BLOOMBERG.,65.22.111.3
BLOOMBERG,v2n1.nic.BLOOMBERG.,161.232.33.3
BLOOMBERG,v0n1.nic.BLOOMBERG.,65.22.109.3
BOOK,dnsa.nic.BOOK.,156.154.100.3
BOOK,dns1.nic.BOOK.,213.248.218.61
BOOK,dnsc.nic.BOOK.,156.154.102.3
BOOK,dnsb.nic.BOOK.,156.154.101.3
BOOK,dns2.nic.BOOK.,103.49.82.61
BOOK,dns3.nic.BOOK.,213.248.222.61
BOOK,dns4.nic.BOOK.,43.230.50.61
BOOK,dnsd.nic.BOOK.,156.154.103.3
BOX,a.nic.BOX.,194.169.218.139
BOX,d.nic.BOX.,212.18.249.139
BOX,c.nic.BOX.,212.18.248.139
BOX,b.nic.BOX.,185.24.64.139
BOSTON,x.nic.BOSTON.,156.154.172.82
BOSTON,y.nic.BOSTON.,156.154.173.82
BOSTON,b.nic.BOSTON.,37.209.194.10
BOSTON,a.nic.BOSTON.,37.209.192.10
BOSTON,z.nic.BOSTON.,156.154.174.82
BOSTON,c.nic.BOSTON.,37.209.196.10
BOUTIQUE,v2n1.nic.BOUTIQUE.,161.232.13.12
BOUTIQUE,v0n0.nic.BOUTIQUE.,65.22.24.12
BOUTIQUE,v0n3.nic.BOUTIQUE.,161.232.12.12
BOUTIQUE,v0n2.nic.BOUTIQUE.,65.22.26.12
BOUTIQUE,v0n1.nic.BOUTIQUE.,65.22.25.12
BOUTIQUE,v2n0.nic.BOUTIQUE.,65.22.27.12
BRIDGESTONE,k.gmoregistry.net.,37.209.196.4
BRIDGESTONE,a.gmoregistry.net.,37.209.192.4
BRIDGESTONE,b.gmoregistry.net.,37.209.194.4
BRIDGESTONE,l.gmoregistry.net.,37.209.198.4
BRADESCO,c0.nic.BRADESCO.,65.22.126.2
BRADESCO,a0.nic.BRADESCO.,65.22.124.2
BRADESCO,a2.nic.BRADESCO.,65.22.127.2
BRADESCO,b0.nic.BRADESCO.,65.22.125.2
BR,f.dns.BR.,200.219.159.10
BR,b.dns.BR.,200.189.41.10
BR,d.dns.BR.,200.219.154.10
BR,a.dns.BR.,200.219.148.10
BR,c.dns.BR.,200.192.233.10
BR,e.dns.BR.,200.229.248.10
BS,anyns.dns.BS.,204.61.216.68
BS,ns36.cdns.net.,194.0.1.36
BS,anyns.pch.net.,204.61.216.4
BROTHER,l.gmoregistry.net.,37.209.198.4
BROTHER,k.gmoregistry.net.,37.209.196.4
BROTHER,b.gmoregistry.net.,37.209.194.4
BROTHER,a.gmoregistry.net.,37.209.192.4
BRUSSELS,y.nsset.BRUSSELS.,120.29.253.8
BRUSSELS,a.nsset.BRUSSELS.,194.0.6.1
BRUSSELS,c.nsset.BRUSSELS.,194.0.43.1
BRUSSELS,b.nsset.BRUSSELS.,194.0.37.1
BRUSSELS,d.nsset.BRUSSELS.,194.0.44.1
BRUSSELS,z.nsset.BRUSSELS.,194.0.25.14
BUILD,c.nic.BUILD.,212.18.248.20
BUILD,d.nic.BUILD.,212.18.249.20
BUILD,a.nic.BUILD.,194.169.218.20
BUILD,b.nic.BUILD.,185.24.64.20
BOT,dnsd.nic.BOT.,156.154.103.3
BOT,dns1.nic.BOT.,213.248.218.55
BOT,dns2.nic.BOT.,103.49.82.55
BOT,dns3.nic.BOT.,213.248.222.55
BOT,dns4.nic.BOT.,43.230.50.55
BOT,dnsa.nic.BOT.,156.154.100.3
BOT,dnsb.nic.BOT.,156.154.101.3
BOT,dnsc.nic.BOT.,156.154.102.3
BROKER,v0n2.nic.BROKER.,65.22.22.67
BROKER,v2n1.nic.BROKER.,161.232.11.67
BROKER,v0n1.nic.BROKER.,65.22.21.67
BROKER,v0n3.nic.BROKER.,161.232.10.67
BROKER,v0n0.nic.BROKER.,65.22.20.67
BROKER,v2n0.nic.BROKER.,65.22.23.67
BROADWAY,dns4.nic.BROADWAY.,43.230.51.38
BROADWAY,dnsa.nic.BROADWAY.,156.154.100.3
BROADWAY,dns3.nic.BROADWAY.,213.248.223.38
BROADWAY,dns1.nic.BROADWAY.,213.248.219.38
BROADWAY,dnsd.nic.BROADWAY.,156.154.103.3
BROADWAY,dns2.nic.BROADWAY.,103.49.83.38
BROADWAY,dnsb.nic.BROADWAY.,156.154.101.3
BROADWAY,dnsc.nic.BROADWAY.,156.154.102.3
BUSINESS,v0n1.nic.BUSINESS.,65.22.33.38
BUSINESS,v0n2.nic.BUSINESS.,65.22.34.38
BUSINESS,v0n3.nic.BUSINESS.,161.232.16.38
BUSINESS,v2n0.nic.BUSINESS.,65.22.35.38
BUSINESS,v2n1.nic.BUSINESS.,161.232.17.38
BUSINESS,v0n0.nic.BUSINESS.,65.22.32.38
BUILDERS,v0n2.nic.BUILDERS.,65.22.30.24
BUILDERS,v0n3.nic.BUILDERS.,161.232.14.24
BUILDERS,v2n0.nic.BUILDERS.,65.22.31.24
BUILDERS,v2n1.nic.BUILDERS.,161.232.15.24
BUILDERS,v0n0.nic.BUILDERS.,65.22.28.24
BUILDERS,v0n1.nic.BUILDERS.,65.22.29.24
BUZZ,ns1.dns.nic.BUZZ.,156.154.144.29
BUZZ,ns2.dns.nic.BUZZ.,156.154.145.29
BUZZ,ns3.dns.nic.BUZZ.,156.154.159.29
BUZZ,a.nic.BUZZ.,37.209.192.10
BUZZ,b.nic.BUZZ.,37.209.194.10
BUZZ,c.nic.BUZZ.,37.209.196.10
CA,d.ca-servers.CA.,45.142.220.101
CA,j.ca-servers.CA.,198.182.167.1
CA,c.ca-servers.CA.,185.159.196.2
CA,any.ca-servers.CA.,199.4.144.2
BW,ns-bw.afrinic.net.,196.216.168.72
BW,master.btc.net.BW.,168.167.168.37
BW,pch.nic.net.BW.,204.61.216.70
BW,dns1.nic.net.BW.,168.167.98.226
BZH,g.ext.nic.fr.,194.0.36.1
BZH,d.nic.fr.,194.0.9.1
BZH,f.ext.nic.fr.,194.146.106.46
BT,ns3.druknet.BT.,204.61.216.17
BT,auth61.ns.uu.net.,198.6.1.182
BT,phloem.uoregon.edu.,128.223.32.35
BT,ns.itu.ch.,156.106.192.121
BT,ns2.druknet.BT.,202.144.128.210
BT,auth00.ns.uu.net.,198.6.1.65
BT,ns1.druknet.BT.,202.144.128.200
BZ,b0.cctld.afilias-nst.org.,199.254.60.1
BZ,b2.cctld.afilias-nst.org.,199.249.124.1
BZ,c0.cctld.afilias-nst.info.,199.254.61.1
BZ,d0.cctld.afilias-nst.org.,199.254.62.1
BZ,a0.cctld.afilias-nst.info.,199.254.59.1
BZ,a2.cctld.afilias-nst.info.,199.249.116.1
BUY,dnsd.nic.BUY.,156.154.103.3
BUY,dns1.nic.BUY.,213.248.218.62
BUY,dns2.nic.BUY.,103.49.82.62
BUY,dns3.nic.BUY.,213.248.222.62
BUY,dns4.nic.BUY.,43.230.50.62
BUY,dnsa.nic.BUY.,156.154.100.3
BUY,dnsb.nic.BUY.,156.154.101.3
BUY,dnsc.nic.BUY.,156.154.102.3
BV,y.nic.no.,193.75.4.22
BV,nn.uninett.no.,158.38.0.181
BV,nac.no.,128.39.2.22
BV,server.nordu.net.,193.10.252.19
BV,z.nic.no.,158.38.8.133
BV,x.nic.no.,128.39.8.40
CAL,ns-tld4.charlestonroadregistry.com.,216.239.38.105
CAL,ns-tld5.charlestonroadregistry.com.,216.239.60.105
CAL,ns-tld1.charlestonroadregistry.com.,216.239.32.105
CAL,ns-tld2.charlestonroadregistry.com.,216.239.34.105
CAL,ns-tld3.charlestonroadregistry.com.,216.239.36.105
CAM,c.nic.CAM.,212.18.248.77
CAM,b.nic.CAM.,185.24.64.77
CAM,d.nic.CAM.,212.18.249.77
CAM,a.nic.CAM.,194.169.218.77
CAFE,v2n1.nic.CAFE.,161.232.11.44
CAFE,v2n0.nic.CAFE.,65.22.23.44
CAFE,v0n2.nic.CAFE.,65.22.22.44
CAFE,v0n0.nic.CAFE.,65.22.20.44
CAFE,v0n1.nic.CAFE.,65.22.21.44
CAFE,v0n3.nic.CAFE.,161.232.10.44
CAB,v0n2.nic.CAB.,65.22.30.29
CAB,v0n1.nic.CAB.,65.22.29.29
CAB,v0n0.nic.CAB.,65.22.28.29
CAB,v0n3.nic.CAB.,161.232.14.29
CAB,v2n1.nic.CAB.,161.232.15.29
CAB,v2n0.nic.CAB.,65.22.31.29
CALVINKLEIN,ns2.dns.nic.CALVINKLEIN.,156.154.145.31
CALVINKLEIN,ns1.dns.nic.CALVINKLEIN.,156.154.144.31
CALVINKLEIN,b.nic.CALVINKLEIN.,37.209.194.9
CALVINKLEIN,ns3.dns.nic.CALVINKLEIN.,156.154.159.31
CALVINKLEIN,a.nic.CALVINKLEIN.,37.209.192.9
CALVINKLEIN,c.nic.CALVINKLEIN.,37.209.196.9
CAPETOWN,coza1.dnsnode.net.,194.146.106.74
CAPETOWN,nsp.netnod.se.,194.58.198.33
BY,dns3.tld.becloudby.com.,185.98.83.4
BY,dns4.tld.becloudby.com.,31.44.1.137
BY,dns7.tld.becloudby.com.,31.44.5.245
BY,dns1.tld.becloudby.com.,93.125.25.72
BY,dns2.tld.becloudby.com.,93.125.25.73
CANON,a.gmoregistry.net.,37.209.192.4
CANON,k.gmoregistry.net.,37.209.196.4
CANON,b.gmoregistry.net.,37.209.194.4
CANON,l.gmoregistry.net.,37.209.198.4
CAPITALONE,ac4.nstld.com.,192.42.176.30
CAPITALONE,ac3.nstld.com.,192.42.175.30
CAPITALONE,ac1.nstld.com.,192.42.173.30
CAPITALONE,ac2.nstld.com.,192.42.174.30
CALL,dns3.nic.CALL.,213.248.222.63
CALL,dns4.nic.CALL.,43.230.50.63
CALL,dnsa.nic.CALL.,156.154.100.3
CALL,dnsb.nic.CALL.,156.154.101.3
CALL,dnsc.nic.CALL.,156.154.102.3
CALL,dnsd.nic.CALL.,156.154.103.3
CALL,dns1.nic.CALL.,213.248.218.63
CALL,dns2.nic.CALL.,103.49.82.63
CAMP,v2n0.nic.CAMP.,65.22.31.51
CAMP,v2n1.nic.CAMP.,161.232.15.51
CAMP,v0n0.nic.CAMP.,65.22.28.51
CAMP,v0n1.nic.CAMP.,65.22.29.51
CAMP,v0n2.nic.CAMP.,65.22.30.51
CAMP,v0n3.nic.CAMP.,161.232.14.51
CAR,b.nic.CAR.,185.24.64.130
CAR,d.nic.CAR.,212.18.249.130
CAR,a.nic.CAR.,194.169.218.130
CAR,c.nic.CAR.,212.18.248.130
BA,sava.utic.net.BA.,195.130.35.3
BA,una.utic.net.BA.,204.61.216.117
BA,lim.utic.net.BA.,194.0.25.38
BA,ns.BA.,
CAMERA,v0n2.nic.CAMERA.,65.22.26.26
CAMERA,v2n0.nic.CAMERA.,65.22.27.26
CAMERA,v0n1.nic.CAMERA.,65.22.25.26
CAMERA,v0n0.nic.CAMERA.,65.22.24.26
CAMERA,v2n1.nic.CAMERA.,161.232.13.26
CAMERA,v0n3.nic.CAMERA.,161.232.12.26
CAPITAL,v2n0.nic.CAPITAL.,65.22.31.10
CAPITAL,v2n1.nic.CAPITAL.,161.232.15.10
CAPITAL,v0n0.nic.CAPITAL.,65.22.28.10
CAPITAL,v0n1.nic.CAPITAL.,65.22.29.10
CAPITAL,v0n2.nic.CAPITAL.,65.22.30.10
CAPITAL,v0n3.nic.CAPITAL.,161.232.14.10
CARAVAN,c.nic.CARAVAN.,37.209.196.9
CARAVAN,ns1.dns.nic.CARAVAN.,156.154.144.32
CARAVAN,a.nic.CARAVAN.,37.209.192.9
CARAVAN,b.nic.CARAVAN.,37.209.194.9
CARAVAN,ns2.dns.nic.CARAVAN.,156.154.145.32
CARAVAN,ns3.dns.nic.CARAVAN.,156.154.159.32
CARS,b.nic.CARS.,185.24.64.129
CARS,d.nic.CARS.,212.18.249.129
CARS,a.nic.CARS.,194.169.218.129
CARS,c.nic.CARS.,212.18.248.129
CARDS,v2n0.nic.CARDS.,65.22.35.50
CARDS,v0n3.nic.CARDS.,161.232.16.50
CARDS,v2n1.nic.CARDS.,161.232.17.50
CARDS,v0n0.nic.CARDS.,65.22.32.50
